LipidIon,Class,FattyAcid,FA1,FA2,FA3,FA4,CalcMz,IonFormula,GroupArea[c],GroupHeight[c],GroupTopPos[c],ASH10,ASH14,ASH18,ASH2,ASH22,ASH6,EV1,EV13,EV17,EV21,EV5,EV9,P-A11,P-A15,P-A19,P-A23,P-A3,P-A7,PRX12,PRX16,PRX20,PRX24,PRX4,PRX8,QC_MSMS,blank,,Filename,dLPC-,dLPE-,dPI-,dPS-,dPG-,dCer-,dPC-,dPE-
PC(18:4/15:0)+H,PC,(18:4/15:0),(18:4),(15:0),,,740.5224835,C41 H75 O8 N1 P1,1.14E+07,745628.1965,15.17473596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(11:0/22:4)+H,PC,(11:0/22:4),(11:0),(22:4),,,740.5224835,C41 H75 O8 N1 P1,2907795.106,607356.944,16.949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(11:0/22:4)+H,PC,(11:0/22:4),(11:0),(22:4),,,740.5224835,C41 H75 O8 N1 P1,1.73E+07,2424511.726,17.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(11:0/22:5)+H,PC,(11:0/22:5),(11:0),(22:5),,,738.5068335,C41 H73 O8 N1 P1,237542.9023,39862.08275,14.191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(11:0/22:5)+H,PC,(11:0/22:5),(11:0),(22:5),,,738.5068335,C41 H73 O8 N1 P1,2702584.372,142223.7365,14.416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(11:0/22:5)+H,PC,(11:0/22:5),(11:0),(22:5),,,738.5068335,C41 H73 O8 N1 P1,1.05E+08,1.19E+07,16.593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:0/17:0)+HCOO,PC,(17:0/17:0),(17:0),(17:0),,,806.5916605,C43 H85 O10 N1 P1,2.75E+07,2173335.603,18.5861328,2.54E+07,2.07E+07,1.98E+07,3.10E+07,2.20E+07,3.11E+07,1.92E+07,2.86E+07,2.49E+07,2.38E+07,2.08E+07,2.24E+07,2.51E+07,3.24E+07,2.39E+07,2.54E+07,3.01E+07,2.79E+07,3.70E+07,2.77E+07,3.85E+07,2.96E+07,6.23E+07,3.23E+07,3.19E+07,0,,,,,,,,,,
PC(17:0/17:0)+H,PC,(17:0/17:0),(17:0),(17:0),,,762.6007335,C42 H85 O8 N1 P1,5.02E+07,5238423.706,18.5861328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:0/16:0)+H,PC,(18:0/16:0),(18:0),(16:0),,,762.6007335,C42 H85 O8 N1 P1,2.89E+07,3574167.134,18.888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/17:0)+HCOO,PC,(17:1/17:0),(17:1),(17:0),,,804.5760105,C43 H83 O10 N1 P1,1.19E+08,9919791.693,18.01665258,1.58E+08,1.15E+08,1.20E+08,1.82E+08,1.32E+08,1.96E+08,1.07E+08,1.80E+08,1.36E+08,1.45E+08,1.11E+08,1.42E+08,8.71E+07,1.12E+08,8.56E+07,8.67E+07,1.09E+08,1.05E+08,1.01E+08,7.05E+07,1.09E+08,8.49E+07,1.88E+08,8.59E+07,1.49E+08,400610.212,,,,,,,,,,
PC(17:1/17:0)+H,PC,(17:1/17:0),(17:1),(17:0),,,760.5850835,C42 H83 O8 N1 P1,1.09E+09,8.55E+07,18.01665258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1/18:1)+HCOO,PC,(16:1/18:1),(16:1),(18:1),,,802.5603605,C43 H81 O10 N1 P1,2.28E+07,2898863.327,17.09524127,4.85E+07,3.79E+07,3.93E+07,6.00E+07,4.00E+07,5.51E+07,2.66E+07,4.24E+07,3.49E+07,3.35E+07,2.44E+07,3.43E+07,6513116.273,8589065.161,7230498.252,7098543.03,9450714.535,6790182.9,8446180.713,4415155.136,9742781.371,44992.2954,1.41E+07,5175225.957,2.38E+07,5903.8056,,,,,,,,,,
PC(16:1/18:1)+H,PC,(16:1/18:1),(16:1),(18:1),,,758.5694335,C42 H81 O8 N1 P1,1.54E+08,2.01E+07,17.09524127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/17:1)+HCOO,PC,(17:1/17:1),(17:1),(17:1),,,802.5603605,C43 H81 O10 N1 P1,1.29E+08,1.09E+07,17.39280854,2.33E+08,1.51E+08,1.67E+08,2.26E+08,1.68E+08,2.71E+08,1.32E+08,2.50E+08,1.80E+08,1.93E+08,1.51E+08,2.04E+08,6.31E+07,8.18E+07,6.12E+07,5.99E+07,7.64E+07,8.19E+07,7.44E+07,5.03E+07,7.65E+07,5.51E+07,1.31E+08,5.99E+07,1.50E+08,243274.527,,,,,,,,,,
PC(17:1/17:1)+H,PC,(17:1/17:1),(17:1),(17:1),,,758.5694335,C42 H81 O8 N1 P1,9.32E+08,7.03E+07,17.39280854,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:0/18:2)+H,PC,(16:0/18:2),(16:0),(18:2),,,758.5694335,C42 H81 O8 N1 P1,3.27E+07,6584368.921,18.453,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:0/18:2)+H,PC,(16:0/18:2),(16:0),(18:2),,,758.5694335,C42 H81 O8 N1 P1,1.30E+08,1.76E+07,18.615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1/18:2)+HCOO,PC,(16:1/18:2),(16:1),(18:2),,,800.5447105,C43 H79 O10 N1 P1,2.53E+07,2075496.658,16.27587017,5.80E+07,2.76E+07,3.38E+07,4.59E+07,3.20E+07,4.31E+07,2.31E+07,7.21E+07,2.97E+07,5.63E+07,2.18E+07,3.29E+07,4973474.916,1.77E+07,6080930.843,1.34E+07,1.65E+07,1.47E+07,1.69E+07,5240742.718,1.08E+07,7486509.547,3.63E+07,5928169.854,3.63E+07,0,,,,,,,,,,
PC(16:1/18:2)+H,PC,(16:1/18:2),(16:1),(18:2),,,756.5537835,C42 H79 O8 N1 P1,2.02E+08,1.30E+07,16.27587017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:0/18:3)+HCOO,PC,(16:0/18:3),(16:0),(18:3),,,800.5447105,C43 H79 O10 N1 P1,1.09E+07,813265.546,16.465,447970.869,2.72E+07,2.83E+07,4.00E+07,2.67E+07,8320140.075,2.30E+07,187850.361,2.48E+07,111034.9725,2.25E+07,2.76E+07,7050434.501,19461.2694,122446.5903,98981.5569,44240.2218,121466.1936,19399.9035,6189628.96,9392531.546,7562354.056,267367.5681,5759140.837,1103331.252,0,,,,,,,,,,
PC(16:0/18:3)+HCOO,PC,(16:0/18:3),(16:0),(18:3),,,800.5447105,C43 H79 O10 N1 P1,522338.0412,189512.5149,16.696,6780106.621,83260.4523,44901.0726,112515.8904,49557.345,232987.374,135950.4045,133480.1295,102949.92,11454.525,11702.598,380203.1181,15064.5858,73823.7495,45078.609,74805.9957,14954.9835,32838.147,45249.7005,81630.6264,27884.382,13801.3797,18068.7435,11851.389,5278962.914,0,,,,,,,,,,
PC(16:1/18:2)+H,PC,(16:1/18:2),(16:1),(18:2),,,756.5537835,C42 H79 O8 N1 P1,6.02E+07,5645690.093,16.85039357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1/18:3)+HCOO,PC,(16:1/18:3),(16:1),(18:3),,,798.5290605,C43 H77 O10 N1 P1,6097936.234,442455.8442,15.64748112,15776.5221,1.93E+07,5252217.61,1.61E+07,1.19E+07,1.77E+07,8629712.578,1.33E+07,1.09E+07,1.08E+07,3699129.818,1.12E+07,1469154,23672.2845,16823.4846,15295.6668,2044781.232,12209.4552,29805.1026,4658767.777,8828.466,25009.0344,18606.4188,44913.0225,1.00E+07,0,,,,,,,,,,
PC(16:1/18:3)+H,PC,(16:1/18:3),(16:1),(18:3),,,754.5381335,C42 H77 O8 N1 P1,3.31E+07,2174603.077,15.64748112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(14:0/20:4)+HCOO,PC,(14:0/20:4),(14:0),(20:4),,,798.5290605,C43 H77 O10 N1 P1,740498.9652,139906.1814,15.98683923,170652.4965,243927.8304,104250.255,74454.0462,176685.4491,202101.3348,5212493.007,10683.9015,121455.6741,6396116.463,5617548.77,33553.0917,26007.2871,5544.2787,16971.5358,50773.215,64762.0317,43721.8272,86206.1619,95551.2789,40223.9721,27670.7679,159719.2281,37309.3002,1621664.661,0,,,,,,,,,,
PC(14:0/20:4)+H,PC,(14:0/20:4),(14:0),(20:4),,,754.5381335,C42 H77 O8 N1 P1,5247998.014,635107.2386,15.98683923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1/18:3)+H,PC,(16:1/18:3),(16:1),(18:3),,,754.5381335,C42 H77 O8 N1 P1,5.69E+07,8839710.748,17.343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1/18:3)+H,PC,(16:1/18:3),(16:1),(18:3),,,754.5381335,C42 H77 O8 N1 P1,8.04E+07,1.58E+07,17.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:4/16:1)+H,PC,(18:4/16:1),(18:4),(16:1),,,752.5224835,C42 H75 O8 N1 P1,1530551.379,151609.0274,14.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(14:0/20:5)+HCOO,PC,(14:0/20:5),(14:0),(20:5),,,796.5134105,C43 H75 O10 N1 P1,1.14E+07,1073936.458,15.15778045,2.36E+07,1.69E+07,1.79E+07,3.12E+07,1.89E+07,2.67E+07,1.39E+07,2.33E+07,2.01E+07,1.95E+07,1.44E+07,1.75E+07,2188608.001,3130560.31,2113897.831,3536001.244,2058756.696,2121665.138,3593854.683,2173103.612,3103059.361,3057964.277,6270033.452,2313658.133,1.54E+07,0,,,,,,,,,,
PC(14:0/20:5)+H,PC,(14:0/20:5),(14:0),(20:5),,,752.5224835,C42 H75 O8 N1 P1,5.95E+07,5648696.691,15.15778045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:4/16:1)+H,PC,(18:4/16:1),(18:4),(16:1),,,752.5224835,C42 H75 O8 N1 P1,1354696.876,212211.1777,16.145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(14:1e/20:4)+H,PC,(14:1e/20:4),(14:1e),(20:4),,,738.5432185,C42 H77 O7 N1 P1,2246265.306,387007.2999,18.248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(12:0/22:6)+H,PC,(12:0/22:6),(12:0),(22:6),,,750.5068335,C42 H73 O8 N1 P1,203476.8702,51878.58711,13.933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:0/19:0)+H,PC,(16:0/19:0),(16:0),(19:0),,,776.6163835,C43 H87 O8 N1 P1,8.90E+07,1.18E+07,19.155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:0/18:1)+HCOO,PC,(17:0/18:1),(17:0),(18:1),,,818.5916605,C44 H85 O10 N1 P1,6.57E+07,5735851.534,18.298,1.25E+08,2139191.745,773401.14,1.52E+08,1.13E+08,1.49E+08,9.07E+07,1.54E+08,1.15E+08,304597.47,8.83E+07,1.14E+08,3.96E+07,5.02E+07,4.09E+07,4.01E+07,4.95E+07,4.57E+07,5.01E+07,3.06E+07,5.45E+07,4.05E+07,1637313.81,4.17E+07,8.14E+07,3810.766,,,,,,,,,,
PC(17:0/18:1)+H,PC,(17:0/18:1),(17:0),(18:1),,,774.6007335,C43 H85 O8 N1 P1,5.23E+08,5.40E+07,18.298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/18:0)+HCOO,PC,(17:1/18:0),(17:1),(18:0),,,818.5916605,C44 H85 O10 N1 P1,5.36E+07,4836139.578,18.63471464,6.21E+07,5.29E+07,4.89E+07,6.99E+07,5.39E+07,7.64E+07,4.20E+07,7.79E+07,5.67E+07,5.47E+07,4.10E+07,6.12E+07,4.53E+07,6.14E+07,4.42E+07,4.65E+07,5.78E+07,5.37E+07,5.62E+07,3.91E+07,5.27E+07,4.41E+07,9.62E+07,4.43E+07,5.31E+07,2479.203,,,,,,,,,,
PC(17:1/18:0)+H,PC,(17:1/18:0),(17:1),(18:0),,,774.6007335,C43 H85 O8 N1 P1,2.67E+08,3.03E+07,18.63471464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1/19:0)+H,PC,(16:1/19:0),(16:1),(19:0),,,774.6007335,C43 H85 O8 N1 P1,1.13E+08,9624007.153,19.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/18:1)+HCOO,PC,(17:1/18:1),(17:1),(18:1),,,816.5760105,C44 H83 O10 N1 P1,2.88E+08,1.96E+07,17.68916243,4.72E+08,3.59E+08,3.64E+08,5.45E+08,3.98E+08,5.63E+08,3.34E+08,5.74E+08,4.21E+08,4.37E+08,3.36E+08,4.46E+08,1.12E+08,1.50E+08,1.12E+08,1.14E+08,1.35E+08,1.25E+08,1.84E+08,1.27E+08,1.94E+08,1.51E+08,3.24E+08,1.46E+08,3.40E+08,0,,,,,,,,,,
PC(17:1/18:1)+H,PC,(17:1/18:1),(17:1),(18:1),,,772.5850835,C43 H83 O8 N1 P1,1.89E+09,1.44E+08,17.68916243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:0/18:2)+H,PC,(17:0/18:2),(17:0),(18:2),,,772.5850835,C43 H83 O8 N1 P1,186857.4312,245753.3398,18.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:0/18:2)+H,PC,(17:0/18:2),(17:0),(18:2),,,772.5850835,C43 H83 O8 N1 P1,9156467.131,2045871.458,18.808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:0/18:2)+H,PC,(17:0/18:2),(17:0),(18:2),,,772.5850835,C43 H83 O8 N1 P1,1.08E+08,1.52E+07,19.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/18:2)+HCOO,PC,(17:1/18:2),(17:1),(18:2),,,814.5603605,C44 H81 O10 N1 P1,1.96E+08,1.64E+07,16.95022029,2.97E+08,2.30E+08,2.37E+08,3.36E+08,2.45E+08,3.51E+08,2.34E+08,4.03E+08,3.00E+08,3.16E+08,2.49E+08,3.26E+08,7.46E+07,1.12E+08,8.11E+07,9.11E+07,9.95E+07,6.58E+07,1.38E+08,8.37E+07,1.52E+08,1.22E+08,2.38E+08,1.09E+08,1.96E+08,0,,,,,,,,,,
PC(17:1/18:2)+H,PC,(17:1/18:2),(17:1),(18:2),,,770.5694335,C43 H81 O8 N1 P1,1.78E+09,1.77E+08,16.95022029,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/18:2)+H,PC,(17:1/18:2),(17:1),(18:2),,,770.5694335,C43 H81 O8 N1 P1,513140.5513,361409.6664,17.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/18:2)+H,PC,(17:1/18:2),(17:1),(18:2),,,770.5694335,C43 H81 O8 N1 P1,1.35E+08,2.23E+07,18.514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(15:0/20:4)+H,PC,(15:0/20:4),(15:0),(20:4),,,768.5537835,C43 H79 O8 N1 P1,7.37E+07,9576877.894,16.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(15:0/20:4)+HCOO,PC,(15:0/20:4),(15:0),(20:4),,,812.5447105,C44 H79 O10 N1 P1,8.32E+07,5975692.517,16.38514975,1.20E+08,9.17E+07,1.03E+08,1.36E+08,9.99E+07,1.59E+08,9.20E+07,1.57E+08,1.25E+08,1.27E+08,1.07E+08,1.31E+08,4.09E+07,5.98E+07,4.18E+07,4.56E+07,5.59E+07,5.73E+07,4.65E+07,3.08E+07,5.26E+07,4.28E+07,9.37E+07,3.72E+07,1.18E+08,0,,,,,,,,,,
PC(15:0/20:4)+H,PC,(15:0/20:4),(15:0),(20:4),,,768.5537835,C43 H79 O8 N1 P1,2.61E+08,2.37E+07,16.38514975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(15:0/20:5)+HCOO,PC,(15:0/20:5),(15:0),(20:5),,,810.5290605,C44 H77 O10 N1 P1,9.47E+07,8417001.157,15.60144607,1.52E+08,1.12E+08,1.31E+08,1.95E+08,1.35E+08,2.00E+08,1.05E+08,1.72E+08,1.41E+08,1.48E+08,1.16E+08,1.36E+08,3.75E+07,5.25E+07,3.69E+07,4.04E+07,4.79E+07,4.32E+07,5.34E+07,3.55E+07,5.46E+07,4.33E+07,1.07E+08,4.30E+07,1.27E+08,2207.826,,,,,,,,,,
PC(15:0/20:5)+H,PC,(15:0/20:5),(15:0),(20:5),,,766.5381335,C43 H77 O8 N1 P1,6.74E+08,6.39E+07,15.60144607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(22:6/13:0)+H,PC,(22:6/13:0),(22:6),(13:0),,,764.5224835,C43 H75 O8 N1 P1,1.06E+07,983805.9831,14.846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(20:0/16:0)+H,PC,(20:0/16:0),(20:0),(16:0),,,790.6320335,C44 H89 O8 N1 P1,6.82E+07,4913622.825,19.743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(19:1/17:0)+HCOO,PC,(19:1/17:0),(19:1),(17:0),,,832.6073105,C45 H87 O10 N1 P1,1.96E+07,2268613.978,18.89087224,1979981.82,982242.36,886782.675,1917383.43,480609.45,5139528.48,345715.23,1095995.61,141990.105,1180707.03,102042.375,465415.8,1.69E+07,956039.385,98862.525,189326.475,9.82E+07,255320.175,473611.68,7.09E+07,2454554.595,8.38E+07,3777295.53,2.12E+07,7.87E+07,6487.2231,,,,,,,,,,
PC(19:1/17:0)+H,PC,(19:1/17:0),(19:1),(17:0),,,788.6163835,C44 H87 O8 N1 P1,9.38E+08,8.30E+07,18.89087224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:0e/18:1)+H,PC,(18:0e/18:1),(18:0e),(18:1),,,774.6371185,C44 H89 O7 N1 P1,4.71E+07,5663704.017,19.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:1/18:1)+HCOO,PC,(18:1/18:1),(18:1),(18:1),,,830.5916605,C45 H85 O10 N1 P1,1.15E+08,1.15E+07,18.01137446,2.36E+08,1.99E+08,2.01E+08,3.02E+08,2.27E+08,2.88E+08,1.62E+08,2.65E+08,1.95E+08,1.91E+08,1.45E+08,2.00E+08,1.55E+07,2.31E+07,1.86E+07,1.77E+07,2.48E+07,1.90E+07,2.16E+07,1.23E+07,2.44E+07,1.70E+07,4.32E+07,1.75E+07,1.29E+08,3845.6121,,,,,,,,,,
PC(18:1/18:1)+H,PC,(18:1/18:1),(18:1),(18:1),,,786.6007335,C44 H85 O8 N1 P1,8.97E+08,8.55E+07,18.01137446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(17:1/19:1)+HCOO,PC,(17:1/19:1),(17:1),(19:1),,,830.5916605,C45 H85 O10 N1 P1,1.62E+08,1.25E+07,18.29870185,2.01E+08,1.48E+08,1.52E+08,2.03E+08,1.67E+08,2.42E+08,1.37E+08,2.47E+08,1.89E+08,1.91E+08,1.48E+08,1.99E+08,1.16E+08,1.54E+08,1.17E+08,1.24E+08,1.28E+08,1.24E+08,1.54E+08,1.11E+08,1.71E+08,1.30E+08,3.04E+08,1.32E+08,1.95E+08,458265.559,,,,,,,,,,
PC(17:1/19:1)+H,PC,(17:1/19:1),(17:1),(19:1),,,786.6007335,C44 H85 O8 N1 P1,1.41E+09,1.25E+08,18.29870185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:0/18:2)+H,PC,(18:0/18:2),(18:0),(18:2),,,786.6007335,C44 H85 O8 N1 P1,2.76E+07,4599179.129,19.513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:0e/18:2)+HCOO,PC,(18:0e/18:2),(18:0e),(18:2),,,816.6123955,C45 H87 O9 N1 P1,4299090.264,519274.3296,18.91913533,8256137.144,9898840.069,6424120.737,1.34E+07,1.13E+07,1.56E+07,1.09E+07,1.99E+07,1.61E+07,89457.0993,249272.1357,92287.203,13423.2921,10740.942,26301.8184,39764.5848,266689.751,480371.217,31003.881,22862.9487,20724.792,31573.4574,343135.678,934520.964,672999.9462,0,,,,,,,,,,
PC(18:0e/18:2)+H,PC,(18:0e/18:2),(18:0e),(18:2),,,772.6214685,C44 H87 O7 N1 P1,6.80E+07,8193720.958,18.91913533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:0e/18:2)+H,PC,(18:0e/18:2),(18:0e),(18:2),,,772.6214685,C44 H87 O7 N1 P1,2.55E+07,2662548.041,19.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:0e/18:2)+H,PC,(18:0e/18:2),(18:0e),(18:2),,,772.6214685,C44 H87 O7 N1 P1,9313652.406,1118707.933,19.894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:1e/20:1)+H,PC,(16:1e/20:1),(16:1e),(20:1),,,772.6214685,C44 H87 O7 N1 P1,1.80E+07,3138530.532,20.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:1/18:2)+HCOO,PC,(18:1/18:2),(18:1),(18:2),,,828.5760105,C45 H83 O10 N1 P1,1.15E+08,1.35E+07,17.29617787,1252047.48,2.60E+08,1590163.8,4.04E+08,1.47E+08,3.38E+08,2.44E+08,1.19E+08,2407362.3,9.32E+07,726535.5,3.25E+08,3.18E+07,4.72E+07,3.91E+07,3.43E+07,4.56E+07,3.37E+07,7.78E+07,5.18E+07,8.64E+07,6.40E+07,1.39E+08,5.74E+07,2.23E+08,28271.3049,,,,,,,,,,
PC(18:1/18:2)+H,PC,(18:1/18:2),(18:1),(18:2),,,784.5850835,C44 H83 O8 N1 P1,1.38E+09,1.41E+08,17.29617787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:1/18:2)+H,PC,(18:1/18:2),(18:1),(18:2),,,784.5850835,C44 H83 O8 N1 P1,1363571.573,1291730.129,18.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:1e/18:2)+H,PC,(18:1e/18:2),(18:1e),(18:2),,,770.6058185,C44 H85 O7 N1 P1,4521174.519,646376.3114,18.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:1e/18:2)+H,PC,(18:1e/18:2),(18:1e),(18:2),,,770.6058185,C44 H85 O7 N1 P1,1.76E+07,1967474.772,18.779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(18:1/18:3)+HCOO,PC,(18:1/18:3),(18:1),(18:3),,,826.5603605,C45 H81 O10 N1 P1,2.62E+07,2699433.107,16.52163537,714735.465,1088078.475,1.48E+08,1.18E+08,9.54E+07,1185061.515,1.01E+08,1275334.17,496030.23,479206.53,628460.355,2032846.92,3319827.465,3.17E+07,82940.4987,2.23E+07,106754.277,172128.7854,777507.3075,3.64E+07,2356347.728,2389181.753,9.28E+07,7143089.928,4.14E+07,2423.947,,,,,,,,,,
PC(18:1/18:3)+H,PC,(18:1/18:3),(18:1),(18:3),,,782.5694335,C44 H81 O8 N1 P1,5.02E+08,4.39E+07,16.52163537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:0/20:4)+H,PC,(16:0/20:4),(16:0),(20:4),,,782.5694335,C44 H81 O8 N1 P1,3.08E+08,3.69E+07,16.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,
PC(16:0/20:4)+HCOO,PC,(16:0/20:4),(16:0),(20:4),,,826.5603605,C45 H81 O10 N1 P1,1.28E+07,1322429.288,17.11051446,2.47E+07,1.98E+07,2.15E+07,2.76E+07,1.98E+07,3.02E+07,1.14E+07,1.90E+07,1.72E+07,1.67E+07,115358.5782,1.60E+07,9567052.781,1.26E+07,1.01E+07,9783962.358,265197.0687,1.12E+07,9893833.83,125015.6061,48378.1581,8575108.596,1.83E+07,7214119.18,2.01E+07,4302.083,,,,,,,,,,
